Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
ugpE	U00096.3	3589182	3590027	-	846	0	1	0	0	2	1	1	0	1
ugpA	U00096.3	3590024	3590911	-	888	4	1	1	0	1	0	1	0	1
ugpB	U00096.3	3591009	3592325	-	1317	2	6	4	1	4	4	1	0	3
livF	U00096.3	3592724	3593437	-	714	2	0	2	0	3	1	0	0	0
livG	U00096.3	3593439	3594206	-	768	0	2	0	0	3	1	0	0	0
livM	U00096.3	3594203	3595480	-	1278	2	1	4	3	2	0	0	0	0
livH	U00096.3	3595477	3596403	-	927	0	1	0	3	1	0	0	0	0
livK	U00096.3	3596451	3597560	-	1110	1	1	2	3	4	4	3	2	4
panZ	U00096.3	3597984	3598367	+	384	2	1	1	1	0	1	1	3	3
livJ	U00096.3	3598555	3599658	-	1104	1	6	8	5	8	3	3	2	7
rpoH	U00096.3	3599929	3600783	-	855	153	172	197	159	147	165	166	169	170
ftsX	U00096.3	3601028	3602086	-	1059	18	22	8	17	7	11	11	11	14
ftsE	U00096.3	3602079	3602747	-	669	6	9	3	3	5	10	7	3	9
ftsY	U00096.3	3602750	3604243	-	1494	17	25	15	12	15	15	19	13	25
rsmD	U00096.3	3604393	3604989	+	597	3	4	7	3	0	4	2	4	0
yhhL	U00096.3	3604979	3605248	+	270	23	24	29	16	16	12	19	19	21
yhhM	U00096.3	3605251	3605610	-	360	21	17	20	16	13	9	17	15	18
yhhN	U00096.3	3605751	3606377	+	627	6	11	8	6	12	8	10	8	5
zntA	U00096.3	3606451	3608649	+	2199	12	6	5	10	4	9	4	8	2
tusA	U00096.3	3608751	3608996	-	246	4	4	2	4	3	4	2	2	5
yhhQ	U00096.3	3609217	3609882	+	666	2	1	4	2	1	2	1	2	3
dcrB	U00096.3	3609955	3610512	+	558	67	53	80	48	40	57	43	45	50
yhhS	U00096.3	3610516	3611733	-	1218	6	5	2	2	1	6	2	2	2
yhhT	U00096.3	3611865	3612914	+	1050	3	6	4	10	3	10	4	3	3
acpT	U00096.3	3612969	3613556	+	588	3	9	6	6	8	10	6	6	9
nikA	U00096.3	3613667	3615241	+	1575	4	4	3	7	5	3	7	5	5
nikB	U00096.3	3615241	3616185	+	945	2	1	0	0	4	1	1	0	1
nikC	U00096.3	3616182	3617015	+	834	0	1	1	3	4	2	3	3	3
nikD	U00096.3	3617015	3617779	+	765	1	0	3	2	2	5	2	1	3
nikE	U00096.3	3617776	3618582	+	807	4	12	8	4	8	3	3	5	10
nikR	U00096.3	3618588	3618989	+	402	4	3	4	3	2	4	2	4	5
rhsB	U00096.3	3619192	3623427	+	4236	6	10	3	4	1	3	4	1	2
yhhH	U00096.3	3623399	3623782	+	384	0	0	0	0	1	0	0	0	0
yhhI	U00096.3	3624378	3625514	+	1137	3	0	1	1	1	1	0	0	0
yhhJ	U00096.3	3625679	3626803	-	1125	7	3	1	4	3	2	1	1	2
rbbA	U00096.3	3626803	3629538	-	2736	7	10	6	5	5	4	4	5	7
yhiI	U00096.3	3629535	3630602	-	1068	0	0	3	2	3	2	1	2	1
yhiJ	U00096.3	3630968	3632590	-	1623	1	2	3	5	1	2	2	1	2
yhiM	U00096.3	3634841	3635893	+	1053	9	13	15	7	7	13	7	14	7
yhiN	U00096.3	3636208	3637410	-	1203	8	8	7	8	2	13	7	3	5
pitA	U00096.3	3637642	3639141	+	1500	37	38	36	35	29	44	43	34	50
uspB	U00096.3	3639385	3639720	-	336	117	167	136	155	100	131	117	115	122
uspA	U00096.3	3640111	3640545	+	435	70	71	95	71	65	59	52	80	66
dtpB	U00096.3	3640862	3642331	+	1470	13	12	18	14	9	16	8	10	11
rsmJ	U00096.3	3642380	3643132	-	753	21	22	25	16	14	15	14	26	28
prlC	U00096.3	3643140	3645182	-	2043	43	54	51	42	30	61	38	57	63
rlmJ	U00096.3	3645385	3646227	+	843	7	14	13	8	7	13	6	5	9
gor	U00096.3	3646299	3647651	+	1353	22	28	34	21	16	20	11	20	16
dinQ	U00096.3	3647705	3647788	-	84	10	6	17	14	4	12	6	12	9
agrA	U00096.3	3648063	3648146	+	84	2	6	2	7	3	5	0	2	4
agrB	U00096.3	3648294	3648377	+	84	1	3	3	3	4	4	1	3	5
arsR	U00096.3	3648528	3648881	+	354	1	1	0	0	2	1	2	2	1
arsB	U00096.3	3648935	3650224	+	1290	6	1	5	3	2	1	0	3	2
arsC	U00096.3	3650237	3650662	+	426	3	2	5	1	2	1	2	0	3
insH-11	U00096.3	3652182	3653198	-	1017	22	14	19	5	11	9	15	10	12
slp	U00096.3	3653961	3654527	+	567	24	43	33	32	35	28	34	29	25
dctR	U00096.3	3654683	3655213	+	531	1	4	3	4	3	1	3	3	2
yhiD	U00096.3	3655255	3655902	-	648	3	1	3	1	2	6	2	1	2
hdeB	U00096.3	3655966	3656292	-	327	742	776	713	720	666	726	737	777	832
hdeA	U00096.3	3656408	3656740	-	333	62	78	78	50	85	68	95	78	105
hdeD	U00096.3	3656995	3657567	+	573	114	139	113	120	123	133	128	148	167
arrS	U00096.3	3657986	3658054	-	69	13	17	11	11	10	15	13	10	14
gadE	U00096.3	3658366	3658893	+	528	181	205	183	161	143	175	173	186	209
gadF	U00096.3	3658992	3659082	+	91	0	3	0	0	1	2	3	1	1
mdtE	U00096.3	3659232	3660389	+	1158	7	5	5	6	5	13	5	4	6
mdtF	U00096.3	3660414	3663527	+	3114	12	11	13	9	6	12	10	5	17
gadW	U00096.3	3663890	3664618	-	729	4	7	1	5	2	6	0	3	4
gadY	U00096.3	3664864	3664968	+	105	0	3	1	1	0	1	1	0	0
gadX	U00096.3	3664986	3665810	-	825	12	21	11	10	10	20	13	17	15
gadA	U00096.3	3666180	3667580	-	1401	268	332	285	303	249	329	314	325	334
ccp	U00096.3	3667791	3669188	-	1398	21	18	18	16	13	7	10	11	14
treF	U00096.3	3669592	3671241	+	1650	26	25	28	25	18	34	20	16	15
yhjB	U00096.3	3671292	3671894	-	603	7	11	6	7	3	6	4	4	3
yhjC	U00096.3	3672414	3673313	+	900	2	3	0	3	2	0	1	4	1
yhjD	U00096.3	3673362	3674375	+	1014	4	6	5	2	4	9	1	6	2
yhjE	U00096.3	3674786	3676108	+	1323	10	13	21	8	14	9	7	14	8
yhjG	U00096.3	3676290	3678350	-	2061	7	15	6	12	8	12	10	9	11
pdeH	U00096.3	3678420	3679187	-	768	7	3	2	4	2	3	1	5	2
kdgK	U00096.3	3679419	3680348	+	930	31	30	21	36	18	29	12	32	21
yhjJ	U00096.3	3680444	3681940	-	1497	14	11	29	24	21	12	18	21	16
dctA	U00096.3	3682161	3683447	-	1287	91	99	104	91	68	74	89	83	73
pdeK	U00096.3	3683630	3685618	-	1989	15	9	19	17	10	7	14	13	9
bcsC	U00096.3	3685700	3689173	-	3474	11	7	6	4	2	7	3	3	3
bcsZ	U00096.3	3689155	3690261	-	1107	0	0	2	1	1	2	0	0	0
bcsB	U00096.3	3690268	3692607	-	2340	4	2	3	1	3	2	1	2	3
bcsA	U00096.3	3692618	3695236	-	2619	3	3	2	3	4	1	3	2	0
yhjR	U00096.3	3695997	3696185	-	189	2	0	0	2	0	0	1	0	0
bcsE	U00096.3	3696458	3698029	+	1572	6	9	5	10	7	13	3	7	8
bcsF	U00096.3	3698026	3698217	+	192	1	1	2	1	0	1	1	0	2
bcsG	U00096.3	3698214	3699893	+	1680	2	2	9	10	0	5	3	0	3
ldrD	U00096.3	3699980	3700087	-	108	0	0	0	0	0	0	0	0	0
rdlD	U00096.3	3700136	3700199	+	64	0	0	0	1	1	0	0	0	1
yhjV	U00096.3	3700563	3701834	+	1272	5	5	5	3	1	7	1	5	1
dppF	U00096.3	3701864	3702868	-	1005	4	1	3	3	0	1	0	3	0
dppD	U00096.3	3702865	3703848	-	984	2	3	0	1	0	1	0	0	1
dppC	U00096.3	3703859	3704761	-	903	4	1	0	1	2	3	1	1	0
dppB	U00096.3	3704771	3705790	-	1020	0	4	1	4	1	2	1	2	2
dppA	U00096.3	3706098	3707705	-	1608	34	48	52	58	22	38	38	27	38
proK	U00096.3	3708616	3708692	-	77	0	0	0	0	0	0	0	0	0
eptB	U00096.3	3708784	3710475	-	1692	46	57	83	53	43	44	48	48	74
yhjX	U00096.3	3710799	3712007	-	1209	1	2	1	1	1	2	1	4	3
yhjY	U00096.3	3712236	3712934	-	699	28	19	22	21	15	25	10	8	14
tag	U00096.3	3713092	3713655	+	564	1	2	2	2	0	4	3	0	2
yiaC	U00096.3	3713652	3714092	+	441	2	4	2	1	2	6	1	2	3
bisC	U00096.3	3714061	3716394	-	2334	10	10	6	8	3	8	6	6	9
yiaD	U00096.3	3716547	3717206	+	660	4	1	8	1	1	0	1	0	2
ghrB	U00096.3	3717310	3718284	+	975	6	10	6	10	3	5	6	10	5
yiaF	U00096.3	3718334	3719044	-	711	42	47	45	25	26	37	25	39	32
yiaG	U00096.3	3719478	3719768	+	291	77	101	79	100	57	86	62	60	77
cspA	U00096.3	3720049	3720261	+	213	11	16	9	9	12	5	2	11	5
hokA	U00096.3	3720448	3720600	-	153	0	0	0	1	0	0	1	0	0
insJ	U00096.3	3720680	3721201	+	522	3	3	2	1	4	1	0	0	3
insK	U00096.3	3721198	3722049	+	852	17	17	16	5	11	9	11	17	13
glyS	U00096.3	3722328	3724397	-	2070	45	38	51	37	34	43	29	46	48
glyQ	U00096.3	3724407	3725318	-	912	11	9	19	15	8	13	9	12	8
ysaB	U00096.3	3725413	3725712	-	300	2	0	1	1	0	0	0	1	0
wecH	U00096.3	3725887	3726882	+	996	1	2	1	1	2	3	1	1	3
yiaA	U00096.3	3726924	3727361	-	438	0	4	3	2	2	3	2	0	1
yiaB	U00096.3	3727407	3727748	-	342	0	1	3	1	0	1	0	0	0
xylB	U00096.3	3727917	3729371	-	1455	52	47	45	73	29	47	31	41	41
xylA	U00096.3	3729443	3730765	-	1323	14	17	10	16	4	12	9	3	8
xylF	U00096.3	3731131	3732123	+	993	3	8	2	7	2	4	1	0	0
xylG	U00096.3	3732201	3733742	+	1542	3	12	7	4	2	1	4	2	5
xylH	U00096.3	3733720	3734901	+	1182	4	1	2	2	4	1	2	0	1
xylR	U00096.3	3734979	3736157	+	1179	12	11	12	6	6	13	12	15	7
bax	U00096.3	3736353	3737177	-	825	15	18	18	17	8	15	14	17	12
malS	U00096.3	3737497	3739527	+	2031	4	6	4	6	7	3	3	2	0
avtA	U00096.3	3739705	3740958	+	1254	19	23	23	21	14	6	16	9	20
ysaA	U00096.3	3741109	3741582	-	474	31	24	21	33	10	21	19	21	24
yiaJ	U00096.3	3741684	3742532	-	849	7	10	8	8	6	10	6	16	11
yiaK	U00096.3	3742733	3743731	+	999	2	2	6	3	1	4	2	2	0
yiaL	U00096.3	3743743	3744210	+	468	3	3	4	0	0	1	0	0	2
yiaM	U00096.3	3744328	3744801	+	474	0	1	0	0	2	0	1	1	2
yiaN	U00096.3	3744804	3746081	+	1278	4	4	0	0	1	1	0	0	0
yiaO	U00096.3	3746094	3747080	+	987	5	2	3	2	2	0	1	1	0
lyxK	U00096.3	3747084	3748580	+	1497	2	6	5	6	3	2	1	5	0
sgbH	U00096.3	3748577	3749239	+	663	1	1	0	0	1	0	0	1	0
sgbU	U00096.3	3749232	3750092	+	861	0	0	1	1	1	1	0	0	0
sgbE	U00096.3	3750086	3750781	+	696	0	4	3	1	5	2	1	1	0
yiaT	U00096.3	3751128	3751868	-	741	4	3	2	1	1	1	0	1	3
yiaU	U00096.3	3751992	3752966	+	975	4	11	8	6	4	8	5	0	5
yiaV	U00096.3	3752963	3754099	-	1137	2	7	1	2	1	0	1	3	0
yiaW	U00096.3	3754105	3754428	-	324	0	0	0	0	0	0	0	0	0
aldB	U00096.3	3754973	3756511	-	1539	9	10	8	9	8	5	5	6	5
yiaY	U00096.3	3756676	3757827	-	1152	5	1	2	0	1	1	1	5	2
selB	U00096.3	3758017	3759861	-	1845	28	34	60	35	18	24	25	36	31
selA	U00096.3	3759858	3761249	-	1392	39	35	46	40	34	32	27	32	42
yibF	U00096.3	3761347	3761955	-	609	2	2	4	3	0	3	3	0	1
rhsA	U00096.3	3762183	3766316	+	4134	12	9	3	9	2	6	4	5	4
yibA	U00096.3	3766337	3767179	+	843	11	9	8	6	2	11	6	4	6
yibG	U00096.3	3768177	3768638	+	462	0	0	0	1	0	1	0	0	0
yibV	U00096.3	3769345	3769680	+	336	0	0	0	0	0	0	0	0	0
yibH	U00096.3	3770243	3771379	-	1137	1	1	3	4	3	0	3	3	5
yibI	U00096.3	3771382	3771744	-	363	1	4	0	3	2	4	3	4	3
mtlA	U00096.3	3772281	3774194	+	1914	25	27	19	21	14	18	19	15	12
mtlD	U00096.3	3774424	3775572	+	1149	27	37	26	31	23	36	23	31	28
mtlR	U00096.3	3775572	3776159	+	588	165	204	188	181	130	174	154	158	158
yibT	U00096.3	3776171	3776380	-	210	17	23	21	19	14	18	16	15	15
yibL	U00096.3	3776665	3777027	+	363	82	84	101	81	69	74	74	90	89
lldP	U00096.3	3777399	3779054	+	1656	3	2	3	0	1	2	1	1	0
lldR	U00096.3	3779054	3779830	+	777	5	1	7	9	3	5	4	4	4
lldD	U00096.3	3779827	3781017	+	1191	3	4	3	0	4	1	2	0	7
trmL	U00096.3	3781215	3781688	+	474	12	4	7	4	5	5	5	6	11
cysE	U00096.3	3781741	3782562	-	822	11	18	8	10	14	14	6	18	11
gpsA	U00096.3	3782642	3783661	-	1020	52	48	56	49	32	64	48	56	58
secB	U00096.3	3783661	3784128	-	468	109	107	105	115	79	100	100	106	112
grxC	U00096.3	3784191	3784442	-	252	38	48	49	48	45	36	37	49	49
yibN	U00096.3	3784584	3785015	-	432	85	84	104	98	85	96	93	86	88
gpmM	U00096.3	3785260	3786804	+	1545	92	81	113	111	83	91	93	83	100
envC	U00096.3	3786838	3788097	+	1260	29	22	26	24	20	23	26	30	26
yibQ	U00096.3	3788101	3789060	+	960	6	10	7	4	2	6	8	5	5
waaH	U00096.3	3789047	3790081	-	1035	1	0	0	0	0	1	0	0	1
tdh	U00096.3	3790320	3791345	-	1026	24	30	31	34	20	23	36	28	26
kbl	U00096.3	3791355	3792551	-	1197	20	24	15	18	13	11	18	20	25
htrL	U00096.3	3792826	3793683	-	858	4	7	10	9	6	10	6	8	7
rfaD	U00096.3	3793987	3794919	+	933	33	37	42	37	32	32	28	35	42
waaF	U00096.3	3794929	3795975	+	1047	10	19	11	12	8	6	6	12	12
waaC	U00096.3	3795979	3796938	+	960	4	3	6	4	7	2	5	1	3
waaL	U00096.3	3796948	3798207	+	1260	12	4	15	10	5	11	13	6	12
waaU	U00096.3	3798239	3799312	-	1074	18	15	16	16	8	11	14	10	15
waaZ	U00096.3	3799345	3800196	-	852	9	10	2	8	7	11	8	8	5
waaY	U00096.3	3800267	3800965	-	699	10	5	12	13	1	10	7	10	4
waaJ	U00096.3	3800983	3801999	-	1017	23	24	26	25	16	16	25	20	16
waaO	U00096.3	3802039	3803058	-	1020	20	13	15	14	12	11	18	18	16
waaB	U00096.3	3803058	3804137	-	1080	4	15	20	15	6	9	6	13	16
waaS	U00096.3	3804181	3805116	-	936	10	7	11	12	6	9	9	8	13
waaP	U00096.3	3805153	3805950	-	798	15	9	12	4	5	4	9	9	9
waaG	U00096.3	3805943	3807067	-	1125	24	26	18	25	17	18	24	29	17
waaQ	U00096.3	3807064	3808098	-	1035	22	14	12	17	8	13	15	15	12
waaA	U00096.3	3808540	3809817	+	1278	13	9	11	14	6	9	14	10	9
coaD	U00096.3	3809825	3810304	+	480	7	7	6	7	6	8	8	8	6
mutM	U00096.3	3810343	3811152	-	810	7	12	12	11	6	14	10	13	14
rpmG	U00096.3	3811250	3811417	-	168	34	48	56	54	33	47	36	47	58
rpmB	U00096.3	3811438	3811674	-	237	81	91	96	89	77	83	81	91	92
yicR	U00096.3	3811891	3812559	-	669	10	8	8	7	3	2	6	5	8
dfp	U00096.3	3812731	3813951	+	1221	95	85	121	111	79	87	94	98	114
dut	U00096.3	3813932	3814387	+	456	29	20	31	28	15	16	25	31	26
slmA	U00096.3	3814494	3815090	+	597	36	30	48	46	16	31	32	37	38
pyrE	U00096.3	3815127	3815768	-	642	2	2	0	0	0	1	1	1	0
rph	U00096.3	3815863	3816549	-	687	2	3	3	3	3	2	1	1	3
yicC	U00096.3	3816676	3817539	+	864	9	12	14	11	9	10	14	8	6
dinD	U00096.3	3817760	3818584	+	825	6	2	5	5	0	5	8	4	0
yicG	U00096.3	3818874	3819491	+	618	8	4	5	5	5	5	2	6	4
ligB	U00096.3	3819488	3821170	-	1683	2	4	3	3	3	2	3	3	2
gmk	U00096.3	3821428	3822051	+	624	91	62	85	77	49	70	46	58	37
rpoZ	U00096.3	3822106	3822381	+	276	55	41	61	40	34	40	42	47	39
spoT	U00096.3	3822400	3824508	+	2109	31	27	36	28	30	28	21	34	31
trmH	U00096.3	3824515	3825204	+	690	6	7	13	9	6	9	6	15	7
recG	U00096.3	3825210	3827291	+	2082	7	7	3	8	5	7	4	5	5
gltS	U00096.3	3827460	3828665	-	1206	16	25	16	18	24	15	20	21	18
xanP	U00096.3	3828945	3830336	+	1392	3	2	7	6	5	5	1	2	2
yicH	U00096.3	3830457	3832166	+	1710	38	41	39	37	18	24	25	39	29
yicI	U00096.3	3832219	3834537	-	2319	8	5	8	7	3	2	3	2	9
yicJ	U00096.3	3834547	3835929	-	1383	3	0	4	4	2	3	2	0	0
selC	U00096.3	3836222	3836316	+	95	0	0	0	0	0	0	0	0	0
setC	U00096.3	3836953	3838137	+	1185	2	1	0	1	0	0	0	0	1
yicL	U00096.3	3838248	3839171	+	924	2	2	2	3	2	2	3	2	1
nlpA	U00096.3	3839175	3839993	-	819	3	3	0	1	3	1	4	3	0
yicS	U00096.3	3840215	3840508	+	294	2	0	3	3	0	1	1	2	2
nepI	U00096.3	3840549	3841739	-	1191	1	2	0	3	2	1	0	2	2
yicN	U00096.3	3841950	3842402	-	453	2	2	16	3	21	2	20	21	22
adeQ	U00096.3	3842455	3843789	-	1335	4	7	9	8	1	6	5	4	4
adeD	U00096.3	3843964	3845730	+	1767	17	17	22	10	7	13	12	10	8
uhpT	U00096.3	3845776	3847167	-	1392	0	4	3	0	0	2	0	2	1
uhpC	U00096.3	3847305	3848624	-	1320	5	1	0	1	1	3	3	3	2
uhpB	U00096.3	3848634	3850136	-	1503	2	0	1	2	4	0	1	0	0
uhpA	U00096.3	3850136	3850726	-	591	2	1	1	2	1	4	2	1	2
ilvN	U00096.3	3850802	3851092	-	291	12	9	9	10	8	5	8	4	5
ilvB	U00096.3	3851096	3852784	-	1689	19	12	16	15	13	11	13	18	13
ivbL	U00096.3	3852890	3852988	-	99	1	1	1	0	0	1	0	0	0
istR	U00096.3	3853118	3853257	-	140	15	5	8	10	7	8	7	2	4
tisB	U00096.3	3853553	3853642	+	90	59	79	69	70	29	74	19	38	29
emrD	U00096.3	3853922	3855106	+	1185	12	17	11	7	2	17	9	11	12
yidF	U00096.3	3855114	3855611	-	498	12	9	11	8	10	11	6	8	11
yidG	U00096.3	3855608	3855970	-	363	4	9	4	4	4	10	3	7	5
yidH	U00096.3	3855960	3856307	-	348	2	2	3	1	1	0	2	4	2
yidI	U00096.3	3856415	3856864	+	450	1	1	3	1	0	2	1	1	1
yidJ	U00096.3	3856911	3858404	-	1494	7	7	2	7	1	4	9	0	5
yidK	U00096.3	3858401	3860116	-	1716	2	4	2	1	1	4	2	0	2
yidL	U00096.3	3860283	3861176	+	894	2	1	0	0	1	0	2	0	0
glvG	U00096.3	3861349	3861987	-	639	0	2	2	2	1	1	2	0	1
glvB	U00096.3	3861987	3862472	-	486	0	2	2	1	1	0	1	0	1
glvC	U00096.3	3862497	3863603	-	1107	4	2	3	1	3	2	3	1	0
yidP	U00096.3	3863899	3864615	+	717	6	6	2	11	0	11	2	7	6
yidE	U00096.3	3864612	3866273	-	1662	42	43	60	39	24	47	52	52	62
ibpB	U00096.3	3866469	3866897	-	429	83	69	56	62	31	58	47	34	28
ibpA	U00096.3	3867009	3867422	-	414	131	107	110	78	67	103	62	67	60
yidQ	U00096.3	3867728	3868060	+	333	14	16	15	16	5	9	10	15	10
yidR	U00096.3	3868062	3869309	-	1248	4	2	3	2	2	3	2	3	4
cbrA	U00096.3	3869377	3870441	+	1065	5	2	2	6	5	0	0	1	1
dgoT	U00096.3	3870438	3871730	-	1293	14	16	18	20	19	13	9	18	10
dgoD	U00096.3	3871850	3872998	-	1149	26	17	28	21	8	22	19	17	17
dgoA	U00096.3	3872995	3873612	-	618	16	12	14	7	7	11	8	9	8
dgoK	U00096.3	3873596	3874474	-	879	45	36	50	39	40	28	25	31	34
dgoR	U00096.3	3874471	3875160	-	690	15	11	16	17	6	12	7	9	13
yidX	U00096.3	3875438	3876094	+	657	54	59	53	57	39	50	50	58	48
yidA	U00096.3	3876140	3876952	-	813	11	14	9	13	2	7	5	5	7
yidB	U00096.3	3877067	3877465	-	399	4	5	4	1	2	0	2	0	2
gyrB	U00096.3	3877705	3880119	-	2415	118	114	112	107	78	85	96	98	112
recF	U00096.3	3880148	3881221	-	1074	11	18	17	14	6	10	9	15	14
dnaN	U00096.3	3881221	3882321	-	1101	299	308	289	294	254	304	264	280	294
dnaA	U00096.3	3882326	3883729	-	1404	419	421	415	417	350	411	374	404	411
ysdD	U00096.3	3884026	3884106	+	81	1	1	2	1	0	1	0	1	1
rpmH	U00096.3	3884336	3884476	+	141	243	251	264	249	233	258	238	254	270
rnpA	U00096.3	3884493	3884852	+	360	1	1	1	0	1	4	0	0	2
yidD	U00096.3	3884816	3885073	+	258	2	3	5	4	9	6	6	10	5
yidC	U00096.3	3885076	3886722	+	1647	22	23	36	25	23	25	19	34	30
mnmE	U00096.3	3886828	3888192	+	1365	17	18	15	19	12	19	19	18	19
tnaC	U00096.3	3888435	3888509	+	75	82	74	92	82	55	90	64	76	81
tnaA	U00096.3	3888730	3890145	+	1416	105	127	84	120	56	112	67	72	75
tnaB	U00096.3	3890236	3891483	+	1248	19	22	20	19	11	20	10	13	10
mdtL	U00096.3	3891615	3892790	+	1176	8	6	4	4	1	5	6	4	8
yidZ	U00096.3	3892765	3893724	+	960	8	6	7	7	5	8	8	5	8
yieE	U00096.3	3893881	3894630	+	750	4	11	12	12	6	8	2	9	11
yieF	U00096.3	3894652	3895218	+	567	4	9	8	6	6	6	6	3	7
adeP	U00096.3	3895272	3896609	-	1338	34	28	45	33	32	24	20	20	28
yieH	U00096.3	3896774	3897439	+	666	6	1	6	7	3	8	2	3	9
cbrB	U00096.3	3897506	3897973	+	468	11	10	20	11	12	8	10	14	15
cbrC	U00096.3	3898022	3898609	+	588	5	3	4	10	3	3	7	4	4
yieK	U00096.3	3898671	3899393	-	723	2	0	1	3	1	2	2	0	1
yieL	U00096.3	3899408	3900577	-	1170	1	1	4	2	2	2	3	1	1
bglH	U00096.3	3900604	3902220	-	1617	2	1	2	4	5	2	1	0	1
bglB	U00096.3	3902289	3903701	-	1413	1	1	1	3	0	2	0	0	3
bglF	U00096.3	3903720	3905597	-	1878	5	2	1	4	2	1	1	0	1
bglG	U00096.3	3905731	3906567	-	837	2	2	2	5	0	1	1	2	1
phoU	U00096.3	3906853	3907578	-	726	5	6	6	8	3	1	5	3	1
pstB	U00096.3	3907593	3908366	-	774	25	20	13	27	14	13	14	14	11
pstA	U00096.3	3908549	3909439	-	891	7	8	7	13	6	8	9	9	9
pstC	U00096.3	3909439	3910398	-	960	11	9	12	8	11	5	7	9	8
pstS	U00096.3	3910485	3911525	-	1041	37	36	44	44	36	36	35	36	49
glmS	U00096.3	3911839	3913668	-	1830	88	78	140	91	73	83	103	119	102
glmU	U00096.3	3913830	3915200	-	1371	43	53	46	53	36	57	43	43	55
atpC	U00096.3	3915553	3915972	-	420	11	7	15	18	10	12	8	17	9
atpD	U00096.3	3915993	3917375	-	1383	61	60	71	75	60	55	62	78	71
atpG	U00096.3	3917402	3918265	-	864	56	53	53	44	35	60	54	53	50
atpA	U00096.3	3918316	3919857	-	1542	85	74	74	63	55	57	54	68	67
atpH	U00096.3	3919870	3920403	-	534	38	28	42	36	27	28	31	34	39
atpF	U00096.3	3920418	3920888	-	471	89	76	98	67	81	86	77	86	83
atpE	U00096.3	3920950	3921189	-	240	31	18	19	18	27	31	15	22	17
atpB	U00096.3	3921236	3922051	-	816	24	20	24	23	17	17	22	14	17
atpI	U00096.3	3922060	3922440	-	381	4	14	15	12	9	6	5	3	2
rsmG	U00096.3	3923057	3923680	-	624	17	15	14	17	17	8	8	11	11
mnmG	U00096.3	3923744	3925633	-	1890	77	62	63	76	50	61	64	84	72
mioC	U00096.3	3926012	3926455	-	444	24	12	25	20	16	22	17	22	19
asnC	U00096.3	3926545	3927003	-	459	5	2	11	4	3	1	4	4	2
asnA	U00096.3	3927155	3928147	+	993	15	17	10	13	5	8	11	7	3
viaA	U00096.3	3928152	3929603	-	1452	20	16	10	9	4	11	11	6	9
ravA	U00096.3	3929597	3931093	-	1497	28	42	44	33	24	31	34	36	34
kup	U00096.3	3931316	3933184	+	1869	20	13	15	12	11	14	16	17	16
rbsD	U00096.3	3933351	3933770	+	420	50	35	56	68	35	34	40	40	39
rbsA	U00096.3	3933778	3935283	+	1506	36	21	32	21	19	16	32	23	23
rbsC	U00096.3	3935288	3936253	+	966	17	20	20	20	12	18	18	19	14
rbsB	U00096.3	3936278	3937168	+	891	24	25	28	16	15	25	19	39	26
rbsK	U00096.3	3937294	3938223	+	930	28	34	24	31	20	26	25	34	30
rbsR	U00096.3	3938227	3939219	+	993	11	13	20	16	8	11	10	13	20
hsrA	U00096.3	3939185	3940612	-	1428	10	15	18	11	8	15	13	7	8
yieP	U00096.3	3940635	3941327	-	693	53	44	54	47	30	42	25	30	34
rrsC	U00096.3	3941808	3943349	+	1542	99	93	98	110	74	83	73	87	84
gltU	U00096.3	3943435	3943510	+	76	0	1	1	0	2	1	1	0	1
rrlC	U00096.3	3943704	3946607	+	2904	312	373	342	328	208	271	214	174	162
rrfC	U00096.3	3946700	3946819	+	120	0	1	0	0	0	0	0	0	1
aspT	U00096.3	3946872	3946948	+	77	0	0	0	0	0	1	0	0	0
trpT	U00096.3	3946957	3947032	+	76	0	1	1	0	0	0	0	0	0
hdfR	U00096.3	3947128	3947967	-	840	6	4	6	5	5	4	2	3	6
maoP	U00096.3	3948086	3948424	+	339	134	138	154	123	118	119	117	131	136
yifB	U00096.3	3948449	3949969	-	1521	5	4	7	3	4	4	6	2	3
ilvL	U00096.3	3950322	3950420	+	99	21	17	31	22	32	18	27	24	31
ilvX	U00096.3	3950507	3950557	+	51	3	5	9	3	4	4	5	8	5
ilvM	U00096.3	3952201	3952464	+	264	1	0	2	4	0	2	2	3	3
ilvE	U00096.3	3952484	3953413	+	930	7	6	7	3	3	1	1	2	2
ilvD	U00096.3	3953478	3955328	+	1851	5	9	12	8	15	11	11	11	10
ilvA	U00096.3	3955331	3956875	+	1545	11	3	5	2	5	3	1	4	2
ilvY	U00096.3	3956927	3957820	-	894	3	3	2	6	2	5	3	6	0
ilvC	U00096.3	3957970	3959445	+	1476	16	16	27	14	24	18	18	16	16
ppiC	U00096.3	3959532	3959813	-	282	48	40	50	40	31	36	37	43	47
rep	U00096.3	3960677	3962698	+	2022	27	47	27	28	31	34	29	28	25
gpp	U00096.3	3962745	3964229	-	1485	19	18	15	11	10	12	14	8	14
rhlB	U00096.3	3964365	3965630	-	1266	117	156	127	123	71	125	100	101	113
trxA	U00096.3	3965761	3966090	+	330	33	34	48	43	24	33	34	45	33
rhoL	U00096.3	3966231	3966332	+	102	9	9	12	17	4	6	2	8	12
