Name	Direction	TU_start	TU_end	Genes
polB	-	63429.0	65803.0	polB
ydbK-ompN	-	1435760.0	1440846.0	ompN,ydbK
yhjR	-	3695997.0	3696364.0	yhjR
norR	-	2830775.0	2832307.0	norR
hscC	-	681723.0	683594.0	hscC
dnaB	+	4264283.0	4265729.0	dnaB
corA	+	4001194.0	4002376.0	corA,ysgD
recET-ralR-rcbA-xisR-intR	-	1412000.0	1417386.0	recE,recT,ralR,rcbA,xisR,intR
yohO	+	2215586.0	2215764.0	yohO
yniB	-	1808697.0	1809263.0	yniB
yaeH	-	183709.0	184095.0	yaeH
plaP	-	2085704.0	2087062.0	plaP
ubiUV	+	3301485.0	3303367.0	ubiV,ubiU
bolA	+	454349.0	454865.0	bolA
yghED	-	3110590.0	3111988.0	yghE,yghD
smrB	+	2448436.0	2449157.0	smrB
deoABD	+	4618229.0	4621602.0	deoD,deoB,deoA
rhtB	-	4008439.0	4009059.0	rhtB
argI	-	4477307.0	4478344.0	argI
alsBACE	-	4307783.0	4312042.0	alsE,alsC,alsA,alsB
fabF	+	1151939.0	1153180.0	fabF
cadA	-	4356470.0	4358632.0	cadA
mocA	+	3015056.0	3015738.0	mocA
arcB	-	3350689.0	3353049.0	arcB
rpnD	+	4568998.0	4569918.0	rpnD
rcsDB	+	2313452.0	2316827.0	rcsB,rcsD
yjiML	-	4563922.0	4565850.0	yjiM,yjiL
trmL	+	3781215.0	3781688.0	trmL
yedK	+	2009821.0	2010489.0	yedK
upp-uraA	-	2618871.0	2620909.0	uraA,upp
yqhA	-	3148977.0	3149575.0	yqhA
priA	-	4124612.0	4126810.0	priA
metF	+	4132546.0	4133506.0	metF
ppc	-	4150447.0	4153190.0	ppc
eutNEJG	-	2568324.0	2572050.0	eutN,eutE,eutJ,eutG
yegL-pphC	-	2151711.0	2153128.0	yegL,pphC
bglGFB	-	3902249.0	3906697.0	bglB,bglF,bglG
hdeD	+	3656960.0	3657567.0	hdeD
yjeJ	-	4373365.0	4374403.0	yjeJ
ytfE	-	4431321.0	4432009.0	ytfE
ylbG	-	529645.0	530016.0	ylbG
valZ-lysY	+	781068.0	781222.0	lysY,valZ
ycaM	+	947120.0	948659.0	ycaM
yecR	+	1988200.0	1988545.0	yecR
frlR	+	3504033.0	3504783.0	frlR
yejG	-	2277893.0	2278397.0	yejG
cysE	-	3781741.0	3782681.0	cysE
aphA	+	4269414.0	4270127.0	aphA
gadEF	+	3657800.0	3659082.0	gadF,gadE
minCDE	-	1224279.0	1226080.0	minE,minD,minC
yaiT	+	390251.0	394418.0	yaiT
insE2F2EF2	-	391739.0	392901.0	insE2,insF2,insEF2
nikR	+	3618537.0	3618989.0	nikR
purA	+	4404664.0	4405985.0	purA
lysO	-	913958.0	914895.0	lysO
ubiF	+	695101.0	696276.0	ubiF
sieB	+	1418671.0	1419159.0	sieB
asnA	+	3927129.0	3928147.0	asnA
yecA	-	1990954.0	1991619.0	yecA
tam	+	1607221.0	1608104.0	tam
yfjW	+	2773285.0	2775021.0	yfjW
tyrB	+	4267082.0	4268340.0	tyrB
ansA-pncA	+	1850860.0	1852528.0	pncA,ansA
dsbA	+	4043377.0	4044044.0	dsbA
mmuPM	+	275119.0	277647.0	mmuM,mmuP
ybdM	-	634747.0	635555.0	ybdM
ascFB	+	2839429.0	2842414.0	ascF,ascB
ybfHG	-	715947.0	716641.0	ybfG
cutA	-	4365018.0	4365392.0	cutA
tppB	+	1712671.0	1714271.0	dtpA
msrC	-	1915631.0	1916128.0	msrC
livKHMGF	-	3592724.0	3597755.0	livF,livG,livM,livH,livK
mutY-yggX-mltC-nupG	+	3102911.0	3106970.0	nupG,mltC,yggX,mutY
mlc-ynfK	-	1666524.0	1668591.0	bidA,mlc
fimAICDFGH	+	4542694.0	4549710.0	fimR2,fimD,fimH,fimG,fimF,fimC,fimI,fimA
fkpA	-	3476607.0	3477525.0	fkpA
yiiE	+	4079096.0	4079509.0	yiiE
yraN	+	3295394.0	3295789.0	yraN
aroKB-damX-dam-rpe-gph-trpS	-	3512634.0	3519380.0	trpS,gph,rpe,dam,damX,aroB,aroK
hyfABCDEFGHIJR-focB	+	2601171.0	2614782.0	focB,hyfR,hyfJ,hyfI,hyfH,hyfG,hyfF,hyfE,hyfD,hyfC,hyfB,hyfA
yjdP	+	4313868.0	4314197.0	yjdP
phr	+	739421.0	740925.0	phr
rcsF-trmO	-	218887.0	219995.0	rcsF,trmO
parC	-	3163715.0	3166030.0	parC
yqaBA	-	2816512.0	2817503.0	yqaB,yqaA
csgBAC	+	1103859.0	1105293.0	csgC,csgB,csgA
sutR	+	1506150.0	1506708.0	sutR
abgR	+	1404741.0	1405693.0	abgR
yeiG	+	2243888.0	2244746.0	yeiG
ompF	-	985831.0	987092.0	ompF
gloB	-	234027.0	234926.0	gloB
ymiB	+	1346796.0	1346900.0	ymiB
yidX	+	3875438.0	3876094.0	yidX
serX	-	1096979.0	1097676.0	serX
valS	-	4480932.0	4483927.0	valS
yiaF	-	3718334.0	3719097.0	yiaF
yciSM-pyrF-yciH	+	1340135.0	1342984.0	yciH,pyrF,lapB,lapA
fumB	-	4345631.0	4347348.0	fumB
glpQ	-	2349935.0	2351124.0	glpQ
bax	-	3736353.0	3737234.0	bax,baxL
pldA	+	4004814.0	4005836.0	pldA
mdoC	-	1107784.0	1108941.0	opgC
ebgAC	+	3222551.0	3226171.0	ebgA,ebgC
thiCEFSGH	-	4190735.0	4196281.0	thiS,thiH,thiG,thiF,thiE,thiC
arpA	-	4220301.0	4222691.0	arpA
dgcQ	-	2026323.0	2028017.0	dgcQ
poxB-ltaE-ybjT	-	906852.0	911076.0	poxB,ltaE,ybjT
yzgL	-	3563724.0	3564005.0	yzgL
sibD	-	3194721.0	3194865.0	sibD
yijO	-	4147466.0	4148429.0	yijO
yqaE	-	2796870.0	2797085.0	yqaE
yqgA	+	3109521.0	3110260.0	yqgA
ygiS	-	3166111.0	3167731.0	ygiS
ytfH	+	4434082.0	4434493.0	ytfH
insA4AB4B4	+	1049833.0	1050530.0	insB4,insA4,insAB4
torT	+	1056207.0	1057289.0	torT
tyrR	+	1386692.0	1388301.0	tyrR
yahK	+	342884.0	343933.0	yahK
yobH	+	1908900.0	1909164.0	yobH
aspA-dcuA	-	4365472.0	4368432.0	dcuA,aspA
dctA	-	3682161.0	3683498.0	dctA
narXL	-	1275179.0	1277777.0	narL,narX
dcrB	+	3609767.0	3610512.0	dcrB
yehHI	+	2197410.0	2203911.0	yehH,yehI
ybaV	+	463752.0	464308.0	ybaV
dsdA	+	2479121.0	2480530.0	dsdA
ymdE-ycdU	+	1095544.0	1096829.0	ycdU,ymdE
pspBCDE	+	1368801.0	1370003.0	pspE,pspD,pspC,pspB
mrcA	+	3522826.0	3525448.0	mrcA
dmlA	+	1881712.0	1882997.0	dmlA
insN-2	+	4507197.0	4509793.0	insO
mviM	+	1126806.0	1127729.0	yceM
yhiL	-	3632852.0	3634458.0	yhiL
hmp	+	2685797.0	2687025.0	hmp
cyuPA	-	3255341.0	3258010.0	cyuP,cyuA
csiE	+	2665401.0	2666715.0	csiE
frlABCDR	+	3499835.0	3504783.0	frlR,frlD,frlC,frlB,frlA
insH6	-	2066305.0	2067511.0	insH6
yoeA	+	2068635.0	2070474.0	yoeA
speB	-	3082877.0	3083946.0	speB
rapA-rluA	-	59687.0	63358.0	rluA,rapA
patA	+	3219458.0	3220873.0	patA
xapR	-	2521334.0	2522563.0	xapR
gadW	-	3663541.0	3664781.0	gadW
dld	+	2222082.0	2223987.0	dld
acpH	-	424337.0	424918.0	acpH
melR	-	4340720.0	4341650.0	melR
yeaD	+	1863850.0	1864734.0	yeaD
hcaR-iroK	-	2668006.0	2668964.0	iroK,hcaR
grxB	-	1123407.0	1124103.0	grxB
ygjJK	+	3227801.0	3231239.0	ygjK,ygjJ
rssAB	+	1289106.0	1291255.0	rssB,rssA
lrhA	-	2405703.0	2406656.0	lrhA
purEK	-	551527.0	553142.0	purK,purE
yhiI-rbbA-yhhJ	-	3625679.0	3630602.0	yhiI,rbbA,yhhJ
tusA	-	3608751.0	3609020.0	tusA
speD	-	134756.0	135717.0	speD
recC	-	2959060.0	2962507.0	recC
helD	+	1024438.0	1026525.0	helD
argP	+	3059730.0	3060680.0	argP
fumC	-	1685185.0	1686709.0	fumC
rpmBG-mutM	-	3810343.0	3811995.0	mutM,rpmG,rpmB
yceA	+	1116772.0	1117859.0	trhO
ygcU	-	2897964.0	2899607.0	ygcU
yegE	+	2143266.0	2146583.0	dgcE
ompW	+	1313991.0	1314658.0	ompW
prpBCDE	+	348646.0	354592.0	prpE,prpD,prpC,prpB
ydeA	+	1616955.0	1618218.0	ydeA
gadBC	-	1568904.0	1572072.0	gadC,gadB
gadY	+	3664864.0	3664969.0	gadY
glcBA	-	3119597.0	3123805.0	glcA,glcB
ydjO	-	1812329.0	1813348.0	ydjO
ybaQ	+	508191.0	508559.0	ybaQ
queC	-	464852.0	465547.0	queC
btuB-murI	+	4163399.0	4166285.0	murI,btuB
ryjB	+	4527977.0	4528066.0	ryjB
lexA-dinF	+	4257087.0	4259121.0	lexA,dinF
pyrG-eno	-	2906643.0	2909797.0	eno,pyrG
yniA	+	1807579.0	1808656.0	yniA
yfgG	+	2629252.0	2629481.0	yfgG
iclR	-	4222804.0	4223652.0	iclR
tfaD	+	581534.0	582097.0	tfaD
ybhK	-	815739.0	816692.0	ybhK
malQ	-	3547986.0	3550399.0	malQ
yfjM	-	2765513.0	2765985.0	yfjM
yejO	-	2286390.0	2289176.0	yejO
yciK-btuR	-	1327767.0	1329112.0	yciK,btuR
yfaVU	-	2358042.0	2360152.0	yfaV,yfaU
ygeP	-	2997689.0	2997988.0	ygeP
matP	+	1018459.0	1018937.0	matP
miaB	-	693531.0	694955.0	miaB
insQ	+	1503657.0	1504865.0	insQ
ymgF	+	1218814.0	1219201.0	ymgF
soxS	-	4277060.0	4277423.0	soxS
ftsZ	+	104636.0	106456.0	ftsZ
lgoT	-	4593361.0	4594722.0	lgoT
ycgJ	+	1226478.0	1226968.0	ycgJ
acrR	+	485699.0	486408.0	acrR
glyU	-	2998984.0	2999064.0	glyU
sdsN	+	1996880.0	1997057.0	sdsN
araE-ygeA	-	2979943.0	2982208.0	ygeA,araE
ybeT	-	678852.0	679416.0	ybeT
ydcH	+	1498651.0	1498875.0	ydcH
cspA	+	3719889.0	3720316.0	cspA
rplY terminator // rplVp // rplY	+	2282440.0	2282836.0	rplY
ycaO	-	954872.0	956632.0	ycaO
inaA	-	2348822.0	2349499.0	inaA
copA	-	508875.0	511411.0	copA
sokB	+	1492119.0	1492175.0	sokB
rluE-nudJ	-	1193827.0	1194951.0	rluE,nudJ
yedP	+	2025511.0	2026326.0	yedP
ppdD-hofBC	-	114522.0	117705.0	ppdD,hofB,hofC
menA-rraA	-	4118845.0	4120406.0	rraA,menA
ynfK	-	1666524.0	1667335.0	bidA
kptA	+	4560930.0	4561484.0	kptA
ligA-ypeB	-	2527941.0	2530201.0	ligA,ypeB
ygaQ	+	2786397.0	2788649.0	ygaQ
yciZT	-	1343597.0	1344638.0	yciZ,yciT
lysQ	+	781577.0	781843.0	lysQ
ryhB	-	3580922.0	3581016.0	ryhB
yfaH	+	2349687.0	2349893.0	yfaH
osmF-yehYXW	-	2215745.0	2219523.0	yehW,yehX,yehY,osmF
emrD	+	3853845.0	3855106.0	emrD
ygiQ	-	3158927.0	3161310.0	ygiQ
nanATEK-yhcH	-	3369014.0	3373620.0	nanQ,nanK,nanE,nanT,nanA
ynbABCD	+	1477597.0	1482201.0	ynbD,ynbC,ynbB,ynbA
pta	+	2414486.0	2416891.0	pta
yfhR	+	2664204.0	2665244.0	yfhR
ybhC	-	805998.0	807321.0	ybhC
cbrA	+	3869314.0	3870441.0	cbrA
yeaP	+	1877657.0	1878740.0	dgcP
araC	+	70223.0	71265.0	araC
lafU	+	250072.0	250827.0	lafU
cybB	+	1490761.0	1491432.0	cybB
malT	+	3553024.0	3555820.0	malT
ygiF-glnE	-	3196801.0	3200965.0	ygiF,glnE
ygfF	-	3045158.0	3045901.0	ygfF
kbaZ-agaVWA	+	3278866.0	3281625.0	agaA,agaW,agaV,kbaZ
bioA	-	807968.0	809292.0	bioA
yafJ	+	244327.0	245094.0	yafJ
cysG	+	3497754.0	3499201.0	cysG
entCEBA-ybdB	+	624831.0	629713.0	entC,entE,entB,entA,entH
ydeE	+	1621264.0	1622519.0	ydeE
yaiP	-	382739.0	383985.0	yaiP
amyA	+	2006115.0	2007674.0	amyA
yibN-grxC-secB-gpsA	-	3782642.0	3785195.0	grxC,yibN,gpsA,secB
yrbL	+	3348421.0	3349084.0	yrbL
fes-ybdZ-entF-fepE	+	612687.0	619387.0	ybdZ,fes,entF,fepE
appCBA-yccB	+	1037710.0	1041915.0	appX,appC,appB,appA
yaiZ	+	399454.0	399805.0	yaiZ
leuU	-	3322072.0	3322278.0	leuU
tyrS-pdxY	-	1715026.0	1717283.0	pdxY,tyrS
yfdV	-	2489242.0	2490186.0	yfdV
insH-10	-	3365702.0	3366682.0	insH10
apaGH	-	50380.0	52034.0	apaH,apaG
yobF-cspC	-	1907226.0	1907793.0	yobF,cspC
yieEF	+	3893829.0	3895218.0	yieF,yieE
mraZW-ftsLIO-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC	+	89596.0	107474.0	ftsO,lpxC,ftsZ,ftsA,ftsQ,ddlB,murC,murG,ftsW,murD,mraY,murF,murE,ftsI,ftsL,rsmH,mraZ
intG	+	2012502.0	2012780.0	intG
argU	+	564703.0	564799.0	argU
ypfG	-	2581734.0	2582893.0	ypfG
grpE	-	2750115.0	2750747.0	grpE
yajO	-	437161.0	438135.0	yajO
hokB	-	1491922.0	1492071.0	hokB
ycjD	-	1351407.0	1351896.0	ycjD
yeaE	-	1864782.0	1865724.0	yeaE
gmhA	+	243543.0	244121.0	gmhA
fdnGHI	+	1547372.0	1551991.0	fdnG,fdnH,fdnI
ymdAB-clsC	+	1105201.0	1107776.0	clsC,ymdB,ymdA
ndk	-	2644433.0	2644960.0	ndk
brnQ-proY	+	419488.0	422359.0	proY,brnQ
rep	+	3960647.0	3962698.0	rep
yohD	+	2225763.0	2226379.0	yohD
ycdXY	+	1098879.0	1100194.0	ycdY,ycdX
ycbJ	+	971672.0	972645.0	ycbJ
yqhC	-	3154262.0	3155384.0	yqhC
narP	+	2290422.0	2291147.0	narP
hdhA	-	1697273.0	1698122.0	hdhA
ykgL	+	311939.0	312339.0	ykgL
yhaJ	-	3253318.0	3254280.0	yhaJ
scpA-argK-scpBC	+	3060850.0	3066280.0	scpC,scpB,argK,scpA
ygjP	+	3235960.0	3236463.0	ygjP
rpsO	-	3311372.0	3311786.0	rpsO
osmB	-	1343110.0	1343476.0	osmB
iraD	+	4556576.0	4557385.0	idlP,iraD
glnD	-	185978.0	188655.0	glnD
ymdF	+	1068081.0	1068254.0	ymdF
htrL	-	3792826.0	3793683.0	htrL
ybjQ-amiD	+	904517.0	905743.0	amiD,ybjQ
yebK	+	1936590.0	1937521.0	yebK
ahpCF	+	638693.0	641318.0	ahpC,ahpF
dxr-uppS-cdsA	+	193335.0	196534.0	cdsA,ispU,dxr
mglAC	-	2236743.0	2239391.0	mglC,mglA
ribE-nusB-thiL-pgpA	+	434504.0	437107.0	pgpA,thiL,nusB,ribE
proS	-	217020.0	218837.0	proS
mipA	-	1865726.0	1866506.0	mipA
adhE	-	1295446.0	1298413.0	adhE
rpnB	-	2422649.0	2423539.0	rpnB
yejABEF	+	2272312.0	2277889.0	yejF,yejE,yejB,yejA
lpxM	-	1939222.0	1940228.0	lpxM
plsB	-	4254043.0	4256598.0	plsB
ogt	-	1399721.0	1400284.0	ogt
lgt	-	2965066.0	2966121.0	lgt
rsmB	+	3434991.0	3436496.0	rsmB
yrhC	+	3623887.0	3624132.0	yrhC
lipB	-	661637.0	662401.0	lipB
fabR-yijD	+	4161067.0	4162130.0	yijD,fabR
fucU	+	2938837.0	2939310.0	fucU
torR	-	1057262.0	1057984.0	torR
ydcR	+	1509978.0	1511409.0	ydcR
yfeCD	+	2518407.0	2519205.0	yfeD,yfeC
yfiM	+	2724033.0	2724451.0	yfiM
rplM-rpsI	-	3377756.0	3378808.0	rpsI,rplM
yfjV	-	2772167.0	2773182.0	yfjV
panD	-	146314.0	146754.0	panD
ydcL	+	1502323.0	1503125.0	ydcL
dsbGp // dsbG	-	637827.0	638800.0	dsbG
yebV	+	1921715.0	1922016.0	yebV
ubiK	+	3184840.0	3185130.0	ubiK
mtfA	+	2043618.0	2044448.0	mtfA
mlaFEDCB	-	3336963.0	3340132.0	mlaB,mlaC,mlaD,mlaE,mlaF
elaD	+	2382654.0	2383924.0	elaD
secE-nusG	+	4177177.0	4178356.0	secE,nusG
rpnA	+	3543167.0	3544045.0	rpnA
ispG-sroE	-	2640595.0	2641954.0	ispG,sroE
yeeZ	-	2088304.0	2089211.0	yeeZ
ybhQ	+	824601.0	825040.0	ybhQ
yjeM	+	4383839.0	4385341.0	yjeM
och5	+	3067187.0	3067344.0	och5
tar-tap-cheRBYZ	-	1966393.0	1972716.0	cheZ,cheY,cheB,cheR,tap,tar
lacI	-	366428.0	367538.0	lacI
fucR	+	2939368.0	2940099.0	fucR
lit	+	1198516.0	1199588.0	lit
sbmA-yaiW	+	396553.0	398966.0	yaiW,sbmA
prmB-aroC-mepA-yfcA-epmC-yfcL	-	2443891.0	2448440.0	prmB,aroC,mepA,yfcA,epmC,yfcL
ycjXF-tyrR	+	1384069.0	1388261.0	tyrR,ycjF,ycjX
ynaA-lomR	+	1426454.0	1428984.0	lomR,ynaA
cspH	-	1050963.0	1051373.0	cspH
symR	+	4579835.0	4579911.0	symR
pdeD	+	1898427.0	1900025.0	pdeD
yagEF	+	282223.0	285168.0	yagF,yagE
yjgA	-	4457314.0	4458081.0	yjgA
alaC	-	2497057.0	2498399.0	alaC
aspX	-	4366839.0	4366951.0	aspX
ydbH-ynbE-ydbL	+	1442900.0	1446206.0	ydbL,ynbE,ydbH
pabA	-	3490266.0	3490851.0	pabA
essD-ybcS-rzpD	+	576873.0	578568.0	rzpD,rrrD,essD
rsmD-yhhL	+	3604297.0	3605248.0	yhhL,rsmD
pstSCAB-phoU	-	3906853.0	3911568.0	phoU,pstB,pstA,pstC,pstS
panZ	+	3597828.0	3598367.0	panZ
yddLKJ	-	1544384.0	1546028.0	yddL,yddK,yddJ
yceD-rpmF	+	1146649.0	1147540.0	rpmF,yceD
omrB	-	2976304.0	2976385.0	omrB
flgK	+	1138351.0	1141063.0	flgO,flgL,flgK
ybfF	-	712038.0	712846.0	ybfF
insJ	+	3720594.0	3721201.0	insJ
rnt-lhr	+	1728320.0	1733740.0	rnt,lhr
dcyD-tcyLN	-	1997062.0	1999508.0	dcyD,tcyL,tcyN
sohA-yhaV	+	3276972.0	3277801.0	yhaV,prlF
yfaATSQP	-	2327367.0	2336644.0	yfaA,yfaT,yfaS,yfaQ,yfaP
infC	-	1800035.0	1801346.0	infC
yejLM	+	2284129.0	2286136.0	lapC,yejL
argE	-	4153696.0	4155078.0	argE
rnlAB	+	2765894.0	2767355.0	rnlB,rnlA
mioC	-	3926012.0	3926475.0	mioC
yddM	-	1552398.0	1552682.0	yddM
yfhL	+	2699663.0	2699923.0	yfhL
sodA	+	4100759.0	4101522.0	sodA
mdoGH	+	1109257.0	1113560.0	opgG,opgH
lsp-fkpB-ispH	+	25014.0	27279.0	ispH,fkpB,lspA
cbrB	+	3897479.0	3897973.0	cbrB
ftnA	+	1988682.0	1989213.0	ftnA
ydjA-selD-topB	-	1844932.0	1848700.0	topB,ydjA,selD
yehR	+	2211225.0	2211686.0	yehR
ygiN	+	3173078.0	3173456.0	ygiN
clcA	+	175052.0	176528.0	clcA
ydhS	+	1747068.0	1748735.0	ydhS
tdcBCDEFG	-	3258285.0	3266028.0	tdcG,tdcF,tdcE,tdcD,tdcC,tdcB
htgA	+	10643.0	11315.0	mbiA
yjjUV	+	4612411.0	4614260.0	yjjV,yjjU
htrG-cca	+	3201042.0	3203129.0	cca,ygiM
csgC	+	1104961.0	1105293.0	csgC
trxA	+	3965647.0	3966136.0	trxA
rdlC	+	1270391.0	1270460.0	rdlC
cysS	+	554577.0	555996.0	cysS
yjgB	-	4495190.0	4496349.0	ahr
metE	+	4012884.0	4015314.0	metE
ydhP	-	1736121.0	1737290.0	ydhP
metA	+	4214159.0	4215209.0	metA
ykgR	-	313141.0	313285.0	ykgR
raiAZ	+	2737104.0	2737552.0	raiZ,raiA
yahL	+	344176.0	344991.0	yahL
secG-leuU	-	3322035.0	3322590.0	leuU,secG
pagP	+	656526.0	657117.0	pagP
yhaKL	+	3254269.0	3255207.0	yhaL,yhaK
zitB	-	783882.0	784858.0	zitB
gadX	-	3664915.0	3665839.0	gadX
tsr	+	4591412.0	4593312.0	tsr
lptB-rpoN-hpf-ptsN-yhbJ	+	3343396.0	3347969.0	rapZ,ptsN,hpf,rpoN,lptB
ivbL	-	3852835.0	3853023.0	ivbL
yeaR-yoaG	-	1879403.0	1879994.0	yeaR,yoaG
atoDAEB	+	2323412.0	2327293.0	atoB,atoD,atoA,atoE
yieH	+	3896657.0	3897439.0	yieH
yfcUSRQPO	-	2449228.0	2455001.0	yfcU,yfcS,yfcR,yfcQ,yfcP,yfcO
puuDRCBE	+	1361052.0	1366815.0	puuE,puuB,puuC,puuR,puuD
hicAB	+	1509221.0	1509924.0	hicB,hicA
ygaZH	+	2809595.0	2810679.0	ygaH,ygaZ
radD	+	2280622.0	2282392.0	radD
lfgABCDE	+	2775653.0	2777782.0	ypjF,yfjZ,ypjJ,lfgB,lfgA,yfjX,yfjY
nfuA	+	3545458.0	3546199.0	nfuA
cirA	-	2244778.0	2246942.0	cirA
lgt-thyA	-	2964320.0	2966121.0	thyA,lgt
insH-8	-	2289065.0	2290045.0	insH8
dksA-gluQ	-	159186.0	160751.0	gluQ,dksA
pck	+	3532679.0	3534440.0	pck
ymgC	+	1216748.0	1216996.0	ymgC
nfo	+	2250806.0	2251697.0	nfo
manXYZ	+	1901933.0	1904746.0	manX,manY,manZ
sdsR	-	1923104.0	1923207.0	sdsR
ais	-	2365018.0	2365756.0	ais
hemH	+	498031.0	499017.0	hemH
leuS-lptE-holA-nadD-cobC	-	669296.0	674783.0	leuS,lptE,holA,nadD,cobC
pgi	+	4233722.0	4235407.0	pgi
yffQR	+	2563389.0	2564372.0	yffR,yffQ
purT	+	1930857.0	1932059.0	purT
insA5B5AB5	-	1978518.0	1979226.0	insA5,insB5,insAB5
ansB	-	3099654.0	3100790.0	ansB
yhcADE	+	3361978.0	3366929.0	yhcE,yhcD,yhcA
rhtA	-	849210.0	850304.0	rhtA
yjhR	+	4535015.0	4536031.0	yjhR
speC	-	3107020.0	3109175.0	speC
tauABC	+	385205.0	387798.0	tauC,tauB,tauA
wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC	-	2118680.0	2132070.0	wcaC,wcaD,wcaE,wcaF,gmd,fcl,gmm,wcaI,cpsB,cpsG,wcaJ,wzxC
dinD	+	3817699.0	3818584.0	dinD
ypdJ	+	2476094.0	2476234.0	ypdJ
ralA	+	1413556.0	1413734.0	ralA
mgtS	+	1622588.0	1622799.0	mgtS
coaA	-	4174076.0	4175107.0	coaA
ydaL	+	1405979.0	1406542.0	smrA
yggE	-	3067340.0	3068185.0	yggE
xanQ-guaD-ghxQ	+	3024260.0	3028488.0	ghxQ,guaD,xanQ
slt	+	4630700.0	4632670.0	slt
cysB	+	1333788.0	1334874.0	cysB
adiC	-	4335694.0	4337202.0	adiC
ydeJ	+	1624688.0	1625291.0	ydeJ
btuE	-	1793558.0	1794129.0	btuE
rsmF	+	1920223.0	1921662.0	rsmF
yoaE	-	1900029.0	1901772.0	yoaE,yoaL
leuE	-	1880121.0	1880800.0	leuE
adk	+	497139.0	497819.0	adk
rna	-	644197.0	645034.0	rna
yjjB-dnaTC-yjjA	-	4599620.0	4602177.0	yjjA,dnaC,dnaT,yjjB
rtcBA	-	3555833.0	3558107.0	rtcA,rtcB
ydhYVWXUT	-	1748747.0	1754642.0	ydhT,ydhU,ydhX,ydhW,ydhV,ydhY
yjhU	-	4519338.0	4520540.0	yjhU
clsC	+	1106292.0	1107776.0	clsC
ydfG	+	1627491.0	1628263.0	ydfG
mntH	-	2511468.0	2512734.0	mntH
yoaF	-	1877278.0	1877722.0	yoaF
yphG	-	2679464.0	2682745.0	yphG
bamB-der	-	2635884.0	2638975.0	der,bamB
yhaI	+	3252700.0	3253267.0	yhaI
yihQ	-	4067240.0	4069446.0	yihQ
ynfU	+	1640805.0	1640975.0	ynfU
ybdR	+	641922.0	643326.0	ybdR
tsaE-amiB-mutL-miaA-hfq-hflXKC	+	4395585.0	4404304.0	hflC,hflK,hflX,hfq,miaA,mutL,amiB,tsaE
zapE	-	3378870.0	3379997.0	zapE
nupC	+	2513009.0	2514244.0	nupC
valVW	+	1746415.0	1746592.0	valV,valW
fklB	+	4428935.0	4429555.0	fklB
ydhR	+	1746700.0	1747005.0	ydhR
cbl	-	2059964.0	2060941.0	cbl
arrS	-	3657985.0	3658054.0	arrS
yjhA	-	4538785.0	4539534.0	nanC
oxc	-	2490256.0	2492144.0	oxc
pmrD	-	2373272.0	2373574.0	pmrD
yaiA-aroM	+	406979.0	408105.0	aroM,yaiA
yjdM	-	4326399.0	4326836.0	yjdM
ymjC-mpaA	-	1389870.0	1390862.0	ymjC,mpaA
yqfI	+	3050958.0	3051041.0	yqfI
flhDC	-	1977200.0	1978577.0	flhC,flhD
dfp	+	3812703.0	3813951.0	dfp
lpxP	+	2495578.0	2496565.0	lpxP
yjbQR	+	4270214.0	4271061.0	yjbR,yjbQ
endA	+	3090275.0	3091123.0	endA
ykfBF-yafX-ykfGH-yafW-ykfI	-	263328.0	266227.0	ykfI,yafW,ykfH,ykfG,yafX,ykfF,ykfB
yhdU	+	3412497.0	3412800.0	yhdU
yjfN	-	4416017.0	4416292.0	yjfN
gadC	-	1568904.0	1570584.0	gadC
exoD	-	566098.0	566361.0	exoD
ybgD	-	752229.0	752958.0	ybgD
ycgB	-	1235709.0	1237285.0	ycgB
yfbR	+	2408831.0	2409461.0	yfbR
bglX	-	2219660.0	2222120.0	bglX
dsdC	-	2476694.0	2477746.0	dsdC
azoR	-	1482255.0	1482904.0	azoR
insH-7	-	2101895.0	2103093.0	insH7
ykfC	+	272847.0	273992.0	ykfC
aroP	-	120144.0	121671.0	aroP
ybiU	-	857796.0	859106.0	ybiU
aqpZ	-	915352.0	916212.0	aqpZ
yceB	-	1122675.0	1123273.0	yceB
yqjF	+	3250466.0	3250954.0	yqjF
yfgO	-	2614820.0	2615881.0	yfgO
dhaR	+	1251003.0	1252985.0	dhaR
yjdN	-	4325298.0	4325741.0	yjdN
ftp	-	2310479.0	2311534.0	ftp
ggt	-	3585081.0	3586823.0	ggt
chpSB	+	4448402.0	4449042.0	chpS,chpB
eutBCLKR	-	2554130.0	2558679.0	eutB,eutC,eutL,eutK,eutR
yecN-cmoAB	+	1952266.0	1954413.0	cmoB,cmoA,yecN
fsr	-	503476.0	504855.0	fsr
ygeI	+	2993581.0	2993856.0	ygeI
dcuA	-	4365472.0	4366843.0	dcuA
dusA	+	4261600.0	4262706.0	dusA
rimP-nusA-infB	-	3313185.0	3318175.0	rimP,infB,nusA
rhlB	-	3964365.0	3965630.0	rhlB
ascB	+	2840942.0	2842414.0	ascB
yrbN-deaD	-	3305971.0	3308698.0	deaD,yrbN
hda	-	2618075.0	2618776.0	hda
fnr	-	1398774.0	1399552.0	fnr
torS	-	1053434.0	1056182.0	torS
galK	-	788831.0	790463.0	galK
aspU	+	228928.0	229052.0	aspU
