Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
yecA	U00096.3	1990954	1991619	-	666	16	14	17	12	16	14	16	18	27
yecDE	U00096.3	1950636	1952213	+	1578	17.50	12	10.50	9	2	5.50	9.50	8.50	6.50
yecF	U00096.3	1995717	1996088	+	372	36	31	53	44	45.50	43	43.50	41.50	49
yecH	U00096.3	1989251	1989652	-	402	61	90.50	57.50	84	44	88	49.50	50	70
yecJ	U00096.3	1987507	1987802	-	296	2.50	2.50	3	4	2.50	4	3	3.50	3
yecM-cutC	U00096.3	1958447	1959984	-	1538	22	36.50	28	32.50	16.50	26.50	29.50	27	22
yecN-cmoAB	U00096.3	1952266	1954413	+	2148	86	84	88	80	74	75	73	68	78
yecR	U00096.3	1988200	1988545	+	346	1	4	2	2	0	2	1	2	3
yecT	U00096.3	1961935	1962460	+	526	3	2	4	2	2	5	1	6	3
yedA	U00096.3	2029539	2030459	+	921	0.50	1	2.50	3	0	0	2	2	2
yedD	U00096.3	2007677	2008261	-	585	7.50	8	15	4	4	8	2	9.50	12
yedEF	U00096.3	2008155	2009712	+	1558	3.50	7.50	9	6	5	8	7	3	4
yedI	U00096.3	2028449	2029461	-	1013	3.50	7	5.50	7	3.50	3	1	3.50	3.50
yedK	U00096.3	2009821	2010489	+	669	2	0	0	3	1	0	2	0	0
yedL	U00096.3	2010600	2011079	+	480	1	1	3	1	1	1	1	2	1
yedN	U00096.3	2011223	2012351	-	1129	2	1	0	0	1	1	0	0	0
yedP	U00096.3	2025511	2026326	+	816	7	18	2	7	4	11.50	4.50	4	12
yedRJ	U00096.3	2032384	2033421	-	1038	8	8	8	6	5	6	1	4	3
yedS	U00096.3	2034051	2035243	+	1193	37	37	17	30	16	27	12	12	22
yeeA	U00096.3	2079533	2080661	-	1129	10	8	10	8	4	10	4	7	7
yeeED	U00096.3	2084226	2085552	-	1327	9	13	7	11	4	8	5	3	2
yeeJ	U00096.3	2044763	2052014	+	7252	34	48	23	34	18	32	23	25	24
yeeL	U00096.3	2052276	2053328	-	1053	1	3	3	0	2	3	0	2	0
yeeN	U00096.3	2056792	2057574	+	783	8	7	6	7	3	8	4	5	2
yeeO	U00096.3	2058203	2059722	-	1520	1	6	6	9	3	5	1	2	2
yeeP	U00096.3	2070786	2071211	+	426	2	0	1	0	0	0	0	0	0
yeeRST-cbeA-cbtA-yeeW	U00096.3	2074779	2078134	+	3356	21	31	26	19	9	27	27	26	25
yeeX	U00096.3	2079032	2079417	-	386	203.50	233.50	212	218.50	144	173.50	144.50	138	154
yeeY	U00096.3	2087329	2088258	-	930	78	72	67	66	38	59	60	60	53
yeeZ	U00096.3	2088304	2089211	-	908	19	36	20	19	9	22.50	14	12	10.50
yefM-yoeB	U00096.3	2089211	2089733	-	523	30	16	19	23	10	23.50	7	11	16.50
yegD	U00096.3	2147644	2149026	+	1383	4	1	2	5	3	4	2	3	3
yegE	U00096.3	2143266	2146583	+	3318	6	11	8	12	6	10	5	1	1
yegH	U00096.3	2137863	2139485	+	1623	28	27	27	20	19	18	19	20	9
yegI	U00096.3	2149039	2151077	-	2039	5	5	7	6.50	6	1.50	5	6	5
yegJ	U00096.3	2151016	2151646	+	631	2	0	2	1.50	0	3.50	0	1	0
yegL-pphC	U00096.3	2151711	2153128	-	1418	0	2	0	1	0	1	3	1	2
yegP	U00096.3	2165189	2165521	+	333	31	36	23	34	16	19	15	14	18
yegRZ	U00096.3	2167602	2168349	-	748	2	2	2	1	2	1	0	1	0
yegS	U00096.3	2168565	2169611	+	1047	26	29	29	34	20	33	30	14	15
yegTUV	U00096.3	2178781	2182061	+	3281	3	3	1	2	1	4	3	0	2
yegW	U00096.3	2182035	2182811	-	777	7	8	9	8	8	9.50	9	9.50	14
yegX	U00096.3	2182833	2183801	-	969	3	1	3.50	4	0	0.50	2	2.50	2
yehDCBA	U00096.3	2187380	2192222	-	4843	2	9	10	4	4	5	5	3	4
yehE	U00096.3	2192515	2192880	-	366	7	3	3	0	3	2	4	1	6
yehF	U00096.3	2196445	2197298	+	854	5	3	0	2	4	1	1	3	2
yehHI	U00096.3	2197410	2203911	+	6502	12.50	12.50	14	18	7	13	4.50	10	8.50
yehK	U00096.3	2203784	2204289	+	506	1.50	2.50	3	4	0	4	1.50	1	1.50
yehLMPQ	U00096.3	2204402	2210944	+	6543	3	15	5	9	3	12	5	7	3
yehR	U00096.3	2211195	2211686	+	492	2	2	0	3	1	0	2	0	1
yehS	U00096.3	2211726	2212226	-	501	46.50	31	53	38	40	40	44	38	53
yeiE	U00096.3	2248737	2249711	-	975	6	7	11.50	8.50	4.50	9	2.50	3	3.50
yeiG	U00096.3	2243888	2244746	+	859	9	3	7	2	0	2	2	3	2
yeiH	U00096.3	2249666	2250766	+	1101	15	18	21.50	20.50	13.50	19	16.50	19	22.50
yeiI	U00096.3	2251653	2252788	+	1136	5.50	11.50	10.50	9.50	12	10	12	7.50	10.50
yeiL	U00096.3	2255290	2256014	+	725	1	4	3	4	0	3	3	1	1
yeiP	U00096.3	2265417	2266022	+	606	14	10	19	7	11	9	11	14	20
yeiQ	U00096.3	2266164	2267711	+	1548	14	18	15	16	4	21	11	11	12
yeiR-lpxT	U00096.3	2267742	2269567	+	1826	3	2.50	2	3	0.50	2.50	0.50	1	0
yeiW	U00096.3	2265041	2265330	-	290	2	1	1	0	0	1	2	0	1
yejABEF	U00096.3	2272312	2277889	+	5578	21	20	29	21	8	29	14	15	23
yejG	U00096.3	2277893	2278397	-	505	151	198	204	195	83	141	101	95	76
yejK	U00096.3	2282940	2284109	-	1170	26	29.50	24	27	23.50	32	22.50	23.50	28.50
yejLM	U00096.3	2284129	2286136	+	2008	76	88.50	109	103	80.50	99	89.50	102.50	101.50
yejO	U00096.3	2286390	2289176	-	2787	17.33	13.50	21	20.50	9.33	12.50	10	7.50	10.17
yfGM	U00096.3	2638663	2639370	-	708	9.00	10.83	16.17	15.83	11.67	10.33	17.33	15.67	19.17
yfaATSQP	U00096.3	2327367	2336644	-	9278	16	22	28	24	11	20	16	27	19
yfaE	U00096.3	2348338	2348768	+	431	0	0.50	1.50	1	1	1	0.50	1	1.50
yfaH	U00096.3	2349687	2349893	+	207	0	1	1	2	1	0	0	0	2
yfaL	U00096.3	2340417	2344284	-	3868	8	10	11	15	2	7	3	7	12
yfaVU	U00096.3	2358042	2360152	-	2111	1.50	3.50	3	3	2.50	2	2.50	2	2
yfaX-rhmD	U00096.3	2360209	2362211	-	2003	1	1	4	3.50	1.50	3	2.50	3	1
yfaXWVU	U00096.3	2358042	2362211	-	4170	2.50	4.50	7	6.50	4	5	5	5	3
yfaY	U00096.3	2362431	2363655	-	1225	5	4	6	7	1	6	6	5	3
yfaZ	U00096.3	2363733	2364372	-	640	2	2	1	0	1	0	1	1	0
yfbK	U00096.3	2383995	2385905	-	1911	2	4	6	1	2	6	2	2	5
yfbL	U00096.3	2385760	2386831	+	1072	0	3	0	1	1	0	1	1	0
yfbM	U00096.3	2386934	2387437	+	504	0	0	0	2	1	1	1	1	0
yfbN	U00096.3	2387710	2388587	-	878	0	0.50	0	1	0	0	0	0	0
yfbO	U00096.3	2388458	2389057	+	600	1	1.50	0	0	0	0	3	0	1
yfbP	U00096.3	2388995	2389964	+	970	4	2	3	9	3	3	4	2	5
yfbR	U00096.3	2408831	2409461	+	631	4	3.50	1.50	6.50	4	4.50	4	1.50	6
yfbS	U00096.3	2409520	2411352	-	1833	7	4	10	8	4	6	4	4	2
yfbU-hxpA	U00096.3	2411439	2412594	-	1156	21	25	25	21	16	20	17	19	18
yfbV	U00096.3	2412677	2413132	-	456	18	18	19	19	9	24	18	19	23
yfcC	U00096.3	2417081	2418601	+	1521	2	2	4	5	4	6	5	9	4
yfcD	U00096.3	2418634	2419206	-	573	39	50.50	47.50	51	35	54	26.50	42.50	55.50
yfcE	U00096.3	2419234	2419818	-	585	8	18.50	23.50	17	8.50	12	14.50	17.50	12.50
yfcF	U00096.3	2419841	2420485	-	645	2	5	0	1	5.50	4	2	1	2
yfcG	U00096.3	2420621	2421268	+	648	13	7	6	14	7	7	4	4	13
yfcJ	U00096.3	2438942	2440241	-	1300	4.50	2	5.50	1	1	2.50	3	2	2
yfcUSRQPO	U00096.3	2449228	2455001	-	5774	53	56	61	48	28	44	41	39	47
yfcV	U00096.3	2455083	2455821	-	739	3	0	2	1	0	1	0	0	0
yfcZ	U00096.3	2460650	2460979	-	330	18	17	29	22	16	22	24	14	11
yfdC	U00096.3	2465301	2466233	+	933	10	10	7	9	8	6	9	3	2
yfdE	U00096.3	2488023	2489168	-	1146	2	1	0.50	1	0.50	1	0.50	2.50	0
yfdF	U00096.3	2462985	2464070	+	1086	2	1	1	0	2	1	2	0	1
yfdGHI	U00096.3	2467737	2470462	+	2726	7	6	9	6	6	8	8	4	9
yfdONMLK	U00096.3	2471077	2473246	-	2170	15.50	13	18	15	12	8	7	14	6
yfdPQ	U00096.3	2473422	2474856	+	1435	4	3	7	1	0	2	2	0	0
yfdRST	U00096.3	2474984	2476178	+	1195	1.50	3	4	0	0	3.50	2	1	5
yfdV	U00096.3	2489242	2490186	-	945	0.50	1.50	1	0	0	0.50	0.50	0	0
yfdX	U00096.3	2488023	2494433	-	6411	7.50	7	3.50	5	0.50	4	6.33	6	3.50
yfdY	U00096.3	2495050	2495333	-	284	1	0	3	3	2	2	0	0	4
yfeCD	U00096.3	2518407	2519205	+	799	129	120	160.50	113.50	80	98	101	98	115
yfeH	U00096.3	2526909	2527944	+	1036	2.50	2.50	5.50	4.50	2	6.50	7	4	5.50
yfeKS	U00096.3	2537315	2538483	+	1169	12	23	11	5	9	12	8	9	11
yfeN	U00096.3	2525127	2525891	+	765	17	18	19	18.50	11	18	11	17	12
yfeO	U00096.3	2509453	2510886	+	1434	9	15.50	10.50	5	9	9.50	12	8.50	11.50
yfeR	U00096.3	2525930	2527039	-	1110	5.50	3.50	6	2	4	6.50	3	3	1.50
yfeYX	U00096.3	2549646	2551243	-	1598	69	79	76	78	63	57	54	56	51
yffB-dapE-ypfN	U00096.3	2591217	2592962	+	1746	13.50	13.50	18.50	18.50	18.50	15.50	6	9.50	11
yffL	U00096.3	2560257	2560898	+	642	33	27	36	32	23	26	22	19	37
yffMN	U00096.3	2561368	2561993	+	626	3	1	5	2	0	1	5	2	5
yffO-yffP	U00096.3	2562053	2563117	+	1065	2	2	1	2	1	3	3	0	5
yffQR	U00096.3	2563409	2564372	+	964	44	47.50	62.50	46	35.50	44.50	35	40	36
yffS	U00096.3	2564400	2565332	+	933	31	32.50	30.50	21	27.50	26.50	29	22	20
yfgA	U00096.3	2641831	2642844	-	1014	54	45.50	48	49.50	46	48.50	47.50	59.50	66.50
yfgF	U00096.3	2626695	2629031	-	2337	13	4	4	11	7	5	2	5	7
yfgG	U00096.3	2629252	2629481	+	230	4	3	2	1	2	0	2	2	1
yfgHI	U00096.3	2629672	2630865	+	1194	22	32	19	30	10	28	12	10	13
yfgJ	U00096.3	2635599	2635814	-	216	24	21.50	26	21	13	27	17	22	24
yfgM	U00096.3	2638663	2639433	-	771	9.00	10.83	16.17	15.83	11.67	10.33	17.83	15.67	19.17
yfgO	U00096.3	2614820	2615881	-	1062	5	7	8	7	3	6	5	1	0
yfhA	U00096.3	2687469	2688803	-	1335	4.17	3.33	5.17	1.17	3.00	2.00	3.67	5.50	1.83
yfhG	U00096.3	2688793	2689506	-	714	24	17.33	11	9	9	17	3.33	8	13
yfhH	U00096.3	2698707	2699607	+	901	8	2	2	4	4	10.50	5	9	5
yfhL	U00096.3	2699633	2699923	+	291	2	3	3	4	10	6.50	5	6	7
yfhM-pbpC	U00096.3	2645013	2652324	-	7312	24	22	30	34	25	33	26	41	24
yfhR	U00096.3	2664244	2665244	+	1001	2	2	1.50	0	0	1	0	0	0
yfiC	U00096.3	2712027	2712805	-	779	8	7	9	4	8	7	6	5	8
yfiE	U00096.3	2714439	2715344	-	906	10	9	8	11	4	10	1	3	3
yfiF	U00096.3	2717491	2718528	-	1038	25	20	14	25	16	14	12	16	26
yfiK	U00096.3	2715423	2716010	+	588	2	3	3	1	0	4	2	5	0
yfiL	U00096.3	2741315	2741725	+	411	1	4	2	3	4	3	1	0	2
yfiM	U00096.3	2724033	2724451	+	419	9.50	13.50	15	15	9	14.50	11	8.50	9.50
yfiR-dgcN-yfiB	U00096.3	2741824	2744169	+	2346	14.50	12.50	10.50	11.50	12	7.50	7.50	12	13
yfiRN	U00096.3	2741762	2743609	+	1848	9	7.50	7.50	5.50	6	3.50	4	8	4
yfjD	U00096.3	2748774	2750060	+	1287	8	20	17	16.50	5	14	8	9	15.50
yfjH	U00096.3	2757644	2758660	-	1017	3	2	1	4	0	1	2	2	1
yfjI	U00096.3	2758855	2760394	+	1540	2	2	0	3	1	2	0	1	1
yfjJ	U00096.3	2760507	2761173	+	667	2	1	3	3	1	1	0	3	0
yfjM	U00096.3	2765513	2765985	-	473	2.67	3.33	7.33	7.00	0.67	4.67	3.67	6.00	5.00
yfjPQ	U00096.3	2767644	2769486	+	1843	10	10	7	20	7	7	2	7	5
yfjR-ypjK-yfjS-yfjT	U00096.3	2769703	2771615	+	1913	8	7	3	6	3	12	7	3	4
yfjU	U00096.3	2771840	2772154	-	315	23	20.50	9	23	9.50	19.50	13.50	12	16
yfjV	U00096.3	2772167	2773212	-	1046	5	4.50	2	10	3.50	2.50	3.50	1	2
yfjW	U00096.3	2773285	2775021	+	1737	11	5	9	5	12	3	3	4	9
yfjXY-ypjJ-yfjZ-ypjF	U00096.3	2775888	2777782	+	1895	8	4	4	3	1	6	2	2	4
ygaC	U00096.3	2799650	2800590	-	941	16	15	16	11.50	5	13	11.50	10.50	9.50
ygaM	U00096.3	2800121	2800475	+	355	10	8	9	6.50	4	9	6.50	6.50	5.50
ygaQ	U00096.3	2786397	2788649	+	2253	0	1	3	2	1	3	3	0	4
ygaVP	U00096.3	2797211	2798044	+	834	19	15	31	23	10	16	11	9	8
ygaY	U00096.3	2808316	2809493	+	1178	9	7	6	4	1	5	4	5	4
ygaZH	U00096.3	2809595	2810679	+	1085	5	7	8	10	7	8	2	2	8
ygbA	U00096.3	2856453	2856828	-	376	2	2	1	1	2	2	1	1	0
ygbE	U00096.3	2873014	2873392	-	379	0.50	2.50	1	2.50	0.50	1	1	1	1
ygbF	U00096.3	2878569	2878915	-	347	0.33	0.67	2.67	0.67	1.67	0.33	2.00	1.33	1.00
ygbI	U00096.3	2860467	2861441	-	975	19	13	18	11	10	11	12	12.50	10
ygbJK	U00096.3	2861430	2863501	+	2072	4	1	3.50	5	2	4	4.50	3	2.50
ygbK	U00096.3	2862197	2863501	+	1305	2	1	1.50	2	1	1	1.50	0.50	1.50
ygbLM	U00096.3	2863537	2865012	+	1476	1	0.50	4.50	2	2.50	5	2	2	2
ygbN	U00096.3	2864907	2866465	+	1559	5	6.50	8.50	8	5.50	6	5	5	7
ygcG	U00096.3	2905605	2906583	+	979	0	2	1	0	0	1	0	0	1
ygcNOP	U00096.3	2892572	2894771	+	2200	18	13	15	11	11	15	19	12	11
ygcRQ	U00096.3	2894919	2896555	-	1637	2	2.50	4.50	2	2	2	2	4	1
ygcS	U00096.3	2896533	2897870	-	1338	1	3.50	2.50	3	1	1	1	2	1
ygcU	U00096.3	2897964	2899607	-	1644	6	18	5	15	7	13	4.50	10.50	9
ygcW	U00096.3	2899488	2900471	-	984	5	2	1	1	0	1	0.50	0.50	1
ygdD	U00096.3	2941236	2941721	-	486	0.50	1	0	2	0	2.50	1	0.50	0
ygdG	U00096.3	2930873	2931810	+	938	14.50	8.50	10	13.50	8.50	9	12	10	17
ygdI	U00096.3	2942918	2943263	-	346	22.50	38	31	30.50	22.50	33	15	18.50	33
ygdQ	U00096.3	2970392	2971133	+	742	7	17	10	12	10	4	6	9	4
ygdR	U00096.3	2971247	2971489	+	243	57	61	73	59	28	49	26	32	22
ygeA	U00096.3	2979943	2980803	-	861	3.33	3	2.17	1.17	3.33	4.33	1.67	2.33	2.33
ygeF	U00096.3	2990554	2991043	+	490	1	0	1	2	0	0	0	0	0
ygeG	U00096.3	2991268	2991759	+	492	0	1	0	0	0	0	0	2	0
ygeH	U00096.3	2991879	2993470	+	1592	2	4	6	5	3	8	7	4	4
ygeI	U00096.3	2993591	2993856	+	266	1	0	0	0	0	2	1	0	0
ygeLK	U00096.3	2994460	2995092	-	633	1	0	0	0	0	1	0	0	0
ygeP	U00096.3	2997689	2997988	-	300	10	13	14	6	11	9	11	3	11
ygeQ	U00096.3	2998034	2998828	-	795	1	1	9	2	0	4	4	1	2
ygeR	U00096.3	2999136	3000039	-	904	21	9	19	12	13	10	17	21	12
ygeV	U00096.3	3004008	3005847	-	1840	161	156	173	161	113	139	136	115	163
ygeW	U00096.3	3006118	3007452	+	1335	196	200	219	169	153	172	193	199	207
ygeX	U00096.3	3007510	3008706	+	1197	156	180	186	162	158	160	137	142	144
ygeY	U00096.3	3008764	3009975	+	1212	131	106.50	151.50	118	116	118	118.50	126.50	130
ygfB-pepP-ubiHI	U00096.3	3051048	3055473	-	4426	172	167	197	164	126	171	159	140	154
ygfF	U00096.3	3045158	3045901	-	744	2	2	3	2	2	0	3	3	5
ygfI	U00096.3	3066277	3067173	-	897	16	13	20	7	11	11	17	9	14.50
ygfK-ssnA	U00096.3	3015992	3020489	+	4498	99	87.50	105	77	71	70.50	78.50	84	101.50
ygfM-xdhD	U00096.3	3020540	3024186	+	3647	277.50	275	286	263.50	205.50	218	236	257.50	265.50
ygfTS	U00096.3	3028524	3030931	-	2408	229	237	241	229	172	186	197	197	212
ygfZ	U00096.3	3041282	3042293	+	1012	28	26	24	32	14	26	31	26	31
yggDC	U00096.3	3073976	3075225	-	1250	8	8	6.50	10.50	4	4.50	4.50	6.50	5.50
yggE	U00096.3	3067340	3068185	-	846	106	106.50	82.50	77	71.50	94	87	65	83
yggG	U00096.3	3081892	3082671	+	780	26	31	26	25	26	25	26	16	38
yggI	U00096.3	3089588	3090252	+	665	6	11	11.50	11.50	4.50	9	4.50	10.50	8
yggM	U00096.3	3098558	3099757	-	1200	16	12	16	13	11	12	10	10.50	7.50
yggN	U00096.3	3100904	3101798	-	895	30.50	27.50	40	39	27	37.50	33	37	32.50
yggR	U00096.3	3094100	3095080	-	981	13.50	10.50	8.50	8.50	8	8	9.50	7.50	8.50
yggSTU-rdgB-hemW	U00096.3	3095098	3098403	+	3306	45	55	59.50	40	37.50	38	43	45.50	42
yggX	U00096.3	3103993	3104368	+	376	5.50	4.67	5.00	5.00	3.83	4.17	4.67	4.33	5.00
yggX-mltC	U00096.3	3103993	3105512	+	1520	9.75	10.17	10.75	13.00	8.83	7.17	9.92	10.58	10.50
yggX-mltC-nupG	U00096.3	3103993	3106970	+	2978	65.08	60.17	74.08	63.33	62.83	53.33	68.75	68.42	71.67
yghA	U00096.3	3149483	3150546	+	1064	8.50	6.50	10.50	10	5.50	9	4.50	6.50	3
yghB	U00096.3	3153529	3154222	+	694	36	50	56	38	39	47	33	28	39
yghED	U00096.3	3110590	3111988	-	1399	4	2	2	0.50	3.50	3.50	6	3.50	0.50
yghF	U00096.3	3112054	3112899	-	846	0	0	0	1	0	1	1	0	0
yghG	U00096.3	3113067	3113477	-	411	0	1	0	1	0	1	0	2	0
yghJ	U00096.3	3114550	3119259	-	4710	14	11	8	20	10	10	9	8	8
yghO	U00096.3	3129043	3130215	-	1173	4.50	1	4.50	2.50	2	6	7	5	5
yghQ	U00096.3	3131341	3132525	-	1185	5	0	6.50	1	2	5	3	9.50	0
yghSR	U00096.3	3132454	3133957	-	1504	4	1	2.50	1	0	1	1	0.50	3
yghT	U00096.3	3133915	3134823	+	909	1	0	1	1	3	1	1	0	2
yghU	U00096.3	3138700	3139593	+	894	12	9	9	9	4	15	6	6	11
yghW	U00096.3	3146450	3146753	-	304	0	1	0	2	0	0	0	0	4
yghX	U00096.3	3146856	3147691	-	836	6	4.50	4.50	6.50	3	5	4.50	4	3
yghZ	U00096.3	3147897	3148937	+	1041	28	49	30	35	25	30	29	27	25
ygiD	U00096.3	3181619	3182561	-	943	17.50	15	15.50	10	8.50	10	12	8.50	11
ygiF-glnE	U00096.3	3196801	3200965	-	4165	47	41	62	47	42	44	53	52	61
ygiH	U00096.3	3204694	3205311	+	618	6	7	7	3	5	2.50	4	3	2
ygiL	U00096.3	3185342	3185965	+	624	0	0	4	2	1	1	1	1	0
ygiM	U00096.3	3201104	3201827	+	724	41	34.50	49.50	33.50	46.50	38.50	44	53	56.50
ygiN	U00096.3	3173078	3173456	+	379	86	87.50	75.50	96	49.50	63	48.50	53.50	62.50
ygiQ	U00096.3	3158927	3161310	-	2384	10	13	9	11	11	16	12	9	7.50
ygiS	U00096.3	3166111	3167731	-	1621	15	11	17	16	14	15	8	8	11
ygiV	U00096.3	3168749	3169287	-	539	2	3	5	2	1	4	5.50	3	4.50
ygiW	U00096.3	3169284	3169887	-	604	15.50	27	11	15.50	14	19	17.50	10	19
ygiZ	U00096.3	3171879	3172323	-	445	0	0	0	1	0	2	0	0	0
ygjH	U00096.3	3220915	3221264	-	350	12	16	18	13	5	8	15	13	17
ygjI	U00096.3	3226142	3227667	+	1526	4	8.50	8.50	1.50	3	6.50	2	2.50	3
ygjJK	U00096.3	3227801	3231239	+	3439	20	14	14	11	7	19	10	10	6
ygjP	U00096.3	3235960	3236463	+	504	4	3	0	5	3	5	1	0	2
ygjQ	U00096.3	3236365	3237232	+	868	0	0	1	0	2	0	0	0	2
ygjR	U00096.3	3237282	3238297	+	1016	27	24	38	31	26	37	33	20	21
ygjV	U00096.3	3241193	3241819	-	627	7.50	3	1	3.50	5	5	1.50	6	2
yhaBC	U00096.3	3267816	3269602	+	1787	2	1	0	2	1	1	2	1	0
yhaH	U00096.3	3252249	3252669	+	421	34	39	39	47	26	40	19	33	27
yhaI	U00096.3	3252783	3253267	+	485	0	3	7	2	3	4	2	1	2
yhaJ	U00096.3	3253318	3254261	-	944	3	4	11	6	1	2	3	6	1
yhaKL	U00096.3	3254291	3255207	+	917	8	11	10	6	3	8	5	11	6
yhbO	U00096.3	3298974	3299492	+	519	3	4.50	4	2	2	3	2	0	3
yhbP	U00096.3	3299472	3299915	-	444	2	3.50	1.50	0	3	6	2	1	2
yhbQ	U00096.3	3299939	3300268	+	330	5.50	5.50	5	3.50	2	4.50	2.50	1.50	2
yhbW	U00096.3	3303448	3304455	+	1008	2	4	2	0	1	1	2	7	0
yhbX	U00096.3	3319988	3321651	-	1664	3	5	2.50	10	1	3	1	1	2
yhbY	U00096.3	3327759	3328083	+	325	181	165	201	186.50	173.50	184.50	183.50	202	180
yhcADE	U00096.3	3362039	3366929	+	4891	15	14	16.50	14	14.50	15.50	15	11.50	13.33
yhcB	U00096.3	3380182	3380589	+	408	3	2	11	4	4	2	3	3	1
yhcC	U00096.3	3353121	3354235	-	1115	4	6	4	3	4	5	2	8	2
yhcF	U00096.3	3366720	3367642	+	923	13.50	8	12.50	10	10	15.50	12	7	4.33
yhcG	U00096.3	3367827	3368954	+	1128	4	9	9	7	8	13	5	10	9
yhcN	U00096.3	3385406	3385801	+	396	82	120	72	124	37	120	57	47	18
yhcO	U00096.3	3385857	3386303	-	447	10	19	24	13	13	15	19	22	14
yhdH	U00096.3	3403280	3404458	+	1179	11	14	16	22.50	11	14.50	10	5	9.50
yhdJ	U00096.3	3411617	3412537	+	921	7	4	2	3	0	0	0	0	0
yhdN-zntR	U00096.3	3438705	3439546	-	842	13	13	18	12	14	12	21	8.50	15
yhdP	U00096.3	3392458	3396258	-	3801	22	33	32	24	21	18	12	14	17
yhdT-panF-prmA	U00096.3	3407351	3410042	+	2692	28	27	26	23	18	23	18	20	21
yhdU	U00096.3	3412497	3412800	+	304	1	1	0	0	0	1	0	0	0
yhdV	U00096.3	3418196	3418611	+	416	5	6	4	2	5	2	4	4	1
yhdWXYZ	U00096.3	3418972	3423194	+	4223	29	20	25	18	15	21	22	14	21
yheO-tusDCB	U00096.3	3474678	3476541	-	1864	76	73	67	67	60	79	66	65	67
yheSTU	U00096.3	3481289	3484436	+	3148	43.50	38	56	45	40	50	32	54	43
yhfA	U00096.3	3485414	3485951	-	538	15	11	16	23.67	12	9	15.33	6	16.33
yhfG-fic-pabA	U00096.3	3490266	3491648	-	1383	10	11	8	18.50	10.50	18	6.50	10	10.50
yhfK	U00096.3	3486761	3488893	+	2133	9	7	12.50	8	3	4	7	8	7.50
yhfL	U00096.3	3499311	3499615	+	305	34	35	31	40	34	37	24	37	30
yhfXW-php-yhfUTS	U00096.3	3504935	3510976	-	6042	15	11	11	10	4	13	11	3	4
yhfZY	U00096.3	3511060	3512344	-	1285	2	3	4	6	4	3	7	4	4
yhgE	U00096.3	3530715	3532588	-	1874	25	34	31	18	21	23	22	25	25
yhgF	U00096.3	3537176	3539706	+	2531	29	28.50	24	20.50	11.50	21	21	22	24.50
yhgN	U00096.3	3575071	3575664	+	594	1	5	7	1	3	3	3	3	0
yhhA	U00096.3	3586729	3587383	+	655	314	320.50	280	319	262	312	291	290.50	308.50
yhhH	U00096.3	3623399	3623782	+	384	0	0	0	0	1	0	0	0	0
yhhI	U00096.3	3624173	3625514	+	1342	3	0	1	1	1	1	0	0	0
yhhM	U00096.3	3605251	3605794	-	544	16	13	14.50	11	10	10	13.50	13.50	12.50
yhhN	U00096.3	3605575	3606377	+	803	5	8	5.50	6	9	6	8.50	7.50	5
yhhQ	U00096.3	3609119	3609882	+	764	2	4.50	5	4	0.50	5	2.50	1.50	2.50
yhhS	U00096.3	3610516	3611733	-	1218	5.50	4.50	1	2	1	5.50	2	2	2
yhhT	U00096.3	3611841	3612914	+	1074	3	6	4	10	4	10	4	3	3
yhhW	U00096.3	3578950	3579645	-	696	16	20	17	21	16	19	11	12	10
yhhX	U00096.3	3579768	3581016	-	1249	8	10	6	13	10	9	8	9	6
yhhY	U00096.3	3581111	3581626	+	516	2	2	3	3	0	0	4	4	1
yhhZ-yrhA-insA6AB6B6	U00096.3	3581758	3584309	+	2552	4	5	10	5	7	7	7	9	4
yhiD	U00096.3	3655255	3656110	-	856	224.50	227	216.50	206.50	210	218	216	233	244.50
yhiI-rbbA-yhhJ	U00096.3	3625679	3630602	-	4924	12	13	10	10	11	8	6	8	9
yhiJ	U00096.3	3630968	3632595	-	1628	1	2	3	5	1	2	2	1	2
yhiL	U00096.3	3632852	3634488	-	1637	0	2	0	2	1	0	1	2	1
yhiM	U00096.3	3634743	3635893	+	1151	13	22	19	12	12	15	11	18	12
yhiN	U00096.3	3636208	3637500	-	1293	19	14	13	13	10	19	12	7	18
yhiS	U00096.3	3651291	3653713	+	2423	18.50	12	19	7.50	8.50	7	12	11	9.50
yhjA	U00096.3	3667791	3669261	-	1471	33	31	44	29	23	22	22	28	27
yhjB	U00096.3	3671292	3672045	-	754	7	11	7	7	3	6	4	4	3
yhjC	U00096.3	3672136	3673313	+	1178	2	3	1	3	2	1	1	7	1
yhjD	U00096.3	3673330	3674375	+	1046	4	6	5	2	4	11	1	6	2
yhjE	U00096.3	3674637	3676108	+	1472	12	13	26	8	15	10	10	15	10
yhjG	U00096.3	3676290	3678412	-	2123	7	15	6	12	8	12	10	9	11
yhjH	U00096.3	3678420	3679229	-	810	7	3	2	4	2	3	1	5	2
yhjJ	U00096.3	3680444	3682016	-	1573	16	11	31	24	21	13	21	25	18
yhjR	U00096.3	3695997	3696364	-	368	5	0	4	4	0	3	1	2	0
yhjV	U00096.3	3700398	3701834	+	1437	5	5	6	4	1	7	2	6	1
yhjX	U00096.3	3710799	3712043	-	1245	1	2	1	1	1	2	1	4	3
yhjY	U00096.3	3712236	3712983	-	748	45	32	37	38	25	44	22	18	26
